aop_siteyear,aq_site,aop_yr,flightdate,radiance_time,chlorophyll a,DOC,pheophytin,TSS,UV Absorbance (250 nm),UV Absorbance (280 nm),wavelength,reflectance
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,567,0.0265
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,572,0.025
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,577,0.0234
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,582,0.0228
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,587,0.0221
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,592,0.0216
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,597,0.0207
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,602,0.02
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,607,0.0195
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,612,0.0194
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,617,0.0192
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,622,0.0191
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,627,0.0188
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,632,0.0181
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,637,0.018
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,642,0.0169
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,647,0.0169
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,652,0.0153
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,657,0.0155
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,662,0.0147
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,667,0.0143
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,672,0.0134
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,677,0.0144
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,682,0.015
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,687,0.016
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,692,0.0212
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,697,0.0293
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,702,0.0412
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,707,0.0515
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,712,0.0626
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,717,0.0699
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,722,0.083
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,727,0.0939
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,732,0.106
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,737,0.1126
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,742,0.1194
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,747,0.1254
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,752,0.1266
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,757,0.1192
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,762,0.1207
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,767,0.1355
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,772,0.132
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,777,0.1349
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,782,0.1368
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,787,0.1335
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,792,0.1332
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,797,0.1342
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,802,0.1351
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,807,0.1361
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,812,0.1281
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,817,0.1283
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,822,0.1309
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,827,0.1319
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,832,0.1305
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,837,0.14
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,842,0.1415
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,847,0.1409
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,852,0.1428
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,857,0.1433
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,862,0.1427
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,867,0.1449
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,872,0.1433
CARI2018,CARI,2018,2018-06-24,2018-06-24T19:36:13Z,0.24,2.473,0.27,2,0.0887,0.0619,877,0.1437
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,384,0.0333
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,389,0.027
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,394,0.0254
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,399,0.0257
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,404,0.0172
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,409,0.0176
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,414,0.0176
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,419,0.0147
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,424,0.0138
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,429,0.0138
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,434,0.0146
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,439,0.0133
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,444,0.0128
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,449,0.0115
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,454,0.0121
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,459,0.0113
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,464,0.0109
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,469,0.0102
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,474,0.0085
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,479,0.0087
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,484,0.01
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,489,0.0094
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,494,0.0094
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,499,0.0096
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,504,0.0095
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,509,0.009
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,514,0.0079
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,519,0.0089
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,524,0.0075
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,529,0.0077
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,534,0.0078
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,539,0.008
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,544,0.0082
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,549,0.008
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,554,0.0079
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,559,0.0086
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,564,0.0074
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,569,0.0072
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,574,0.0072
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,579,0.0071
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,584,0.0065
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,589,0.0068
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,594,0.0064
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,599,0.0058
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,604,0.006
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,609,0.0049
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,614,0.0058
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,619,0.0057
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,624,0.005
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,629,0.0047
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,634,0.0044
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,639,0.0051
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,644,0.0046
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,649,0.0045
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,654,0.0036
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,659,0.0042
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,664,0.0038
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,669,0.004
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,674,0.0038
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,679,0.0038
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,684,0.0035
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,689,0.0036
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,694,0.003
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,699,0.0033
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,704,0.0021
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,709,0.0033
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,714,0.0021
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,719,0.002
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,724,0.0016
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,729,0.0015
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,734,0.0027
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,739,0.0021
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,744,0.0016
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,749,0.0013
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,754,0.0011
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,759,0.0013
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,764,0.002
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,769,0.0021
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,774,0.0011
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,779,0.0015
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,784,0.0012
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,789,0.0019
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,794,0.0022
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,799,0.0019
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,804,0.0013
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,809,0.0016
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,814,0.001
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,819,0.0013
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,824,0.0022
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,829,0.0015
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,834,0.001
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,839,0.001
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,844,0.0013
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,849,0.0013
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,854,0.0018
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,859,0.002
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,864,0.0011
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,869,0.0013
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,874,0.001
CRAM2017,CRAM,2017,2017-09-12,2017-09-12T17:54:03Z,3.06,4.057,1.29,2,0.1037,0.0682,879,0.0015
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,382,0.0118
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,387,0.0273
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,392,0.0266
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,397,0.0266
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,402,0.0206
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,407,0.0218
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,412,0.0214
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,417,0.0208
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,422,0.0212
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,427,0.0202
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,432,0.021
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,437,0.0198
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,442,0.0195
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,447,0.0201
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,452,0.0195
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,457,0.0193
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,462,0.0137
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,467,0.0122
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,472,0.013
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,477,0.0133
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,482,0.013
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,487,0.0124
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,492,0.0136
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,497,0.0128
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,502,0.0136
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,507,0.0129
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,512,0.0125
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,517,0.0131
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,522,0.0128
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,527,0.0131
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,532,0.0137
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,537,0.0139
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,542,0.0142
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,547,0.0131
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,552,0.0133
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,557,0.0129
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,562,0.013
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,567,0.0134
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,572,0.0127
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,577,0.0119
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,582,0.0122
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,587,0.0124
CRAM2019,CRAM,2019,2019-06-08,2019-06-08T17:19:46Z,1.42,4.617,0.33,6,0.1287,0.0865,592,0.0127
