aop_siteyear,aq_site,aop_yr,flightdate,radiance_time,chlorophyll a,DOC,pheophytin,TSS,UV Absorbance (250 nm),UV Absorbance (280 nm),wavelength,reflectance
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,381,0
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,386,0.0576
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,391,0.0427
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,396,0.0372
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,401,0.0338
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,406,0.0317
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,411,0.0327
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,416,0.0309
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,421,0.0301
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,426,0.0302
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,431,0.0295
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,436,0.0326
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,441,0.0304
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,446,0.0306
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,451,0.0296
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,456,0.0296
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,461,0.0301
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,466,0.0293
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,471,0.028
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,476,0.0292
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,481,0.0288
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,486,0.0289
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,491,0.0296
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,496,0.0294
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,501,0.029
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,506,0.0316
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,511,0.0329
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,516,0.0351
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,522,0.0379
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,527,0.0401
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,532,0.0438
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,537,0.0457
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,542,0.0473
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,547,0.0477
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,552,0.0482
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,557,0.05
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,562,0.0498
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,567,0.0466
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,572,0.0463
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,577,0.0452
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,582,0.0445
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,587,0.0438
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,592,0.0425
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,597,0.0422
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,602,0.0425
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,607,0.0428
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,612,0.0418
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,617,0.0418
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,622,0.0413
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,627,0.0414
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,632,0.0414
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,637,0.041
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,642,0.0407
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,647,0.0401
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,652,0.0397
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,657,0.0377
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,662,0.0376
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,667,0.0361
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,672,0.0362
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,677,0.033
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,682,0.0388
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,687,0.0396
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,692,0.0439
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,697,0.0542
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,702,0.0647
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,707,0.0755
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,712,0.0867
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,717,0.0943
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,722,0.1144
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,727,0.1254
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,732,0.1396
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,737,0.1494
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,742,0.157
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,747,0.1642
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,752,0.1673
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,757,0.1624
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,762,0.1641
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,767,0.183
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,772,0.178
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,777,0.1762
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,782,0.1795
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,787,0.1804
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,792,0.1815
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,797,0.1817
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,802,0.1822
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,807,0.1821
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,812,0.1817
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,817,0.1797
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,822,0.1854
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,827,0.1849
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,832,0.1832
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,837,0.1888
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,842,0.1919
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,847,0.1946
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,852,0.1924
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,857,0.1939
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,862,0.195
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,867,0.1966
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,872,0.1969
ARIK2017,ARIK,2017,2017-05-25,2017-05-25T16:47:17Z,0.22,5.915,13.44,0,0.2127,0.1443,877,0.1986
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,382,0.0316
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,387,0.0429
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,392,0.0369
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,397,0.0388
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,402,0.035
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,407,0.0335
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,412,0.0368
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,417,0.0356
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,422,0.0364
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,427,0.0363
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,432,0.0394
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,437,0.0371
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,442,0.0397
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,447,0.0395
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,452,0.039
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,457,0.0397
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,462,0.0397
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,467,0.038
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,472,0.0393
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,477,0.0403
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,482,0.0407
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,487,0.0406
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,492,0.0421
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,497,0.0422
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,502,0.0443
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,507,0.0451
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,512,0.0473
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,517,0.0503
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,522,0.0536
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,527,0.0578
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,532,0.0624
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,537,0.0659
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,542,0.0674
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,547,0.0675
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,552,0.0704
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,557,0.0711
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,562,0.0704
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,567,0.0682
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,572,0.068
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,577,0.065
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,582,0.0655
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,587,0.0632
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,592,0.0641
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,597,0.0642
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,602,0.0637
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,607,0.0636
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,612,0.0623
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,617,0.0628
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,622,0.0625
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,627,0.0626
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,632,0.0631
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,637,0.0624
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,642,0.0617
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,647,0.0622
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,652,0.0608
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,657,0.0608
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,662,0.0597
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,667,0.0578
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,672,0.0669
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,677,0.0601
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,682,0.0571
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,687,0.0614
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,692,0.0712
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,697,0.0798
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,702,0.0943
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,707,0.1086
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,712,0.1232
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,717,0.1364
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,722,0.158
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,727,0.1773
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,732,0.1963
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,737,0.2088
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,742,0.2181
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,747,0.2277
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,752,0.2317
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,757,0.2251
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,762,0.2546
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,767,0.2583
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,772,0.2493
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,777,0.2507
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,782,0.2556
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,787,0.2559
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,792,0.2546
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,797,0.2575
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,802,0.2591
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,807,0.2577
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,812,0.2577
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,817,0.2675
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,822,0.2647
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,827,0.2652
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,832,0.2656
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,837,0.2698
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,842,0.2723
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,848,0.272
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,853,0.2797
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,858,0.2814
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,863,0.2752
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,868,0.2889
ARIK2020,ARIK,2020,2020-06-17,2020-06-17T16:08:14Z,10.05,4.822,13.8,0,0.1159,0.20383333333333334,873,0.2805
